delivery_partner_id,name,city,vehicle_type,rating
2543,Charles Johnson,Morbi,scooter,4.7
2544,Michael Donaldson,Surendranagar,scooter,4.4
2545,Robert Hall,Ahmedabad,bicycle,3.9
2546,Teresa Brown,Vadodara,bicycle,4.5
2547,Emily Warner,Valsad,bike,3.7
2548,Amanda Davis,Ankleshwar,scooter,3.6
2549,Mary Carter,Bharuch,scooter,4.0
2550,Sarah Lee,Modasa,scooter,3.6
2551,Kathleen Payne,Botad,scooter,4.8
2552,Veronica Zhang,Bharuch,bike,4.2
2553,James Dougherty,Dahod,bicycle,3.7
2554,Jennifer Hicks,Junagadh,scooter,4.6
2555,Danny Chase,Surat,scooter,4.0
2556,Amy Jones,Porbandar,bicycle,4.0
2557,Megan Green MD,Surendranagar,bike,4.1
2558,Troy Jones DDS,Veraval,bicycle,3.7
2559,Larry Wilson,Nadiad,scooter,4.7
2560,Janet Blankenship,Mehsana,bicycle,4.9
2561,Heidi Holder,Gandhinagar,bicycle,4.6
2562,George Smith,Modasa,scooter,4.3
2563,Hannah Nguyen,Navsari,scooter,4.1
2564,Mary Campbell,Surat,bike,4.7
2565,Luis Ortega,Valsad,bicycle,4.6
2566,Danny Chavez,Nadiad,bike,3.9
2567,Christina Taylor,Modasa,scooter,4.4
2568,David Soto,Modasa,bicycle,4.3
2569,Valerie Moon,Ahmedabad,scooter,4.4
2570,Taylor Palmer,Anand,bicycle,4.0
2571,Jane Robinson,Palanpur,bike,4.4
2572,Joshua Strickland,Godhra,bicycle,4.6
2573,Daniel Stevens,Vapi,bicycle,4.5
2574,Cheryl Anderson,Nadiad,bicycle,4.7
2575,Katherine Fischer,Morbi,scooter,3.8
2576,Michael George,Nadiad,scooter,3.7
2577,Jaclyn Hancock,Kalol,bike,3.9
2578,Raymond Pearson,Anand,scooter,4.5
2579,Stephanie Stafford,Surendranagar,bike,4.9
2580,Rickey Hawkins,Godhra,bicycle,4.8
2581,Julie Cooper DDS,Gandhinagar,scooter,4.4
2582,Kimberly Wagner,Vadodara,bike,4.0
2583,Tami Banks,Porbandar,bike,4.5
2584,Bradley Jackson,Himmatnagar,bicycle,4.4
2585,Mr. Stephen Kane,Amreli,bike,4.4
2586,Christopher Cox,Bhavnagar,scooter,4.9
2587,Melissa Torres,Godhra,bike,4.0
2588,Michael Medina,Veraval,bicycle,3.9
2589,Maurice Lopez,Vyara,scooter,4.1
2590,Kelli Dorsey,Dahod,scooter,4.6
2591,Elizabeth Holder,Palanpur,scooter,4.2
2592,Tammy Thompson,Patan,bicycle,3.8
2593,Kyle Hamilton,Patan,bike,4.3
2594,Kimberly Wallace,Surat,scooter,4.6
2595,Tony Thomas,Dahod,bike,3.7
2596,Sharon Lam,Botad,scooter,3.9
2597,Mallory Perry,Rajkot,scooter,4.9
2598,Connie Brooks,Veraval,bicycle,3.8
2599,Brittney Wells,Junagadh,bicycle,4.4
2600,Gail Cook,Jamnagar,bike,4.6
2601,Cassandra Ross,Vadodara,scooter,4.4
2602,Barbara Howard,Bhavnagar,bicycle,3.7
2603,Thomas Roberts,Vyara,bike,4.1
2604,Angela Powell,Jamnagar,scooter,4.9
2605,David Black,Ankleshwar,bike,4.4
2606,Molly Davis,Himmatnagar,bike,4.5
2607,Antonio Haynes,Valsad,bicycle,4.9
2608,Bridget Miller,Vyara,bike,3.9
2609,Christopher Goodman,Morbi,bike,4.6
2610,Angela Huerta,Bhavnagar,bicycle,3.7
2611,Sherri Williams,Mehsana,scooter,3.8
2612,Allen Rivera,Modasa,bicycle,3.6
2613,Patrick Jones,Porbandar,scooter,4.2
2614,Sarah Vega,Ankleshwar,bicycle,4.9
2615,Sarah Anderson,Navsari,bike,4.2
2616,Marie Boyd,Junagadh,bicycle,4.0
2617,Donald Pierce,Vyara,scooter,4.6
2618,Faith Wall,Ahmedabad,bike,3.9
2619,David Allen,Vadodara,scooter,3.6
2620,Heather Hernandez,Surendranagar,scooter,4.0
2621,Shane Long,Kalol,scooter,4.7
2622,Pamela Green,Palanpur,scooter,4.9
2623,Dustin Sanchez,Anand,scooter,4.0
2624,Paul Sanders,Gandhinagar,bicycle,3.7
2625,Samuel Williams,Veraval,bicycle,4.3
2626,Janet Ramirez,Morbi,bicycle,4.3
2627,Jennifer Adams,Amreli,scooter,3.8
2628,Tammy Charles,Valsad,scooter,4.5
2629,Robert Schultz,Bhavnagar,scooter,4.2
2630,Russell Golden,Surendranagar,bike,3.6
2631,Timothy Buchanan,Ahmedabad,bike,3.8
2632,Bonnie Nguyen,Mehsana,bicycle,3.5
2633,Sara Holmes,Deesa,bike,4.0
2634,Matthew Barnett,Navsari,scooter,4.2
2635,Brandy Garcia,Amreli,scooter,3.7
2636,Hunter Schmidt,Vapi,bicycle,4.7
2637,Lauren Small,Vyara,bicycle,4.2
2638,Heidi Thompson,Gandhinagar,scooter,4.5
2639,Brandon Avila,Gandhinagar,scooter,4.7
2640,Monica Castillo,Surendranagar,bicycle,4.4
2641,Cassie Black,Vadodara,bicycle,3.6
2642,Jesus Glass,Vapi,scooter,4.4
2643,Christopher Palmer,Vapi,scooter,3.9
2644,Emily Kidd,Amreli,bike,4.1
2645,Nicholas Thompson,Himmatnagar,bicycle,4.7
2646,Laura Carson,Jamnagar,bike,4.5
2647,Rebekah Robertson,Godhra,bike,3.6
2648,Jennifer Johnson DDS,Porbandar,bicycle,4.5
2649,Darlene Bowman,Ankleshwar,bicycle,3.7
2650,Stephanie Calderon,Vadodara,bicycle,3.6
2651,Kevin Washington,Himmatnagar,bicycle,3.8
2652,Sarah Cohen,Ankleshwar,bicycle,3.6
2653,Timothy Rodriguez,Surat,scooter,4.2
2654,Elizabeth Melendez,Valsad,bicycle,4.5
2655,David Molina,Veraval,scooter,4.8
2656,Sara Gonzalez,Junagadh,scooter,4.1
2657,Thomas Hood,Palanpur,bike,4.0
2658,Nicole Schneider,Amreli,scooter,4.4
2659,Denise Maynard,Vadodara,scooter,4.7
2660,George Wade,Nadiad,bicycle,3.8
2661,Elizabeth Rodriguez,Himmatnagar,scooter,3.6
2662,Carolyn Andersen,Anand,scooter,4.4
2663,Alice Walton,Morbi,bike,3.6
2664,Patricia Dean,Amreli,bike,4.6
2665,Rachel Rivera,Patan,bike,4.1
2666,Michael Cameron,Gandhinagar,bicycle,3.8
2667,Jacqueline Jones,Nadiad,scooter,3.8
2668,James Anderson,Amreli,scooter,4.6
2669,Christopher Moore,Anand,bicycle,3.9
2670,William Jenkins,Amreli,scooter,4.6
2671,Allison Johnson,Patan,bike,3.9
2672,Anna Miller,Godhra,bicycle,4.0
2673,Laurie Davidson,Morbi,bicycle,3.8
2674,David Little,Vadodara,bicycle,4.3
2675,Michael Ortiz,Valsad,bike,4.6
2676,Justin Larsen,Junagadh,bike,4.2
2677,Teresa Stephenson,Botad,scooter,3.7
2678,Kimberly Farrell,Godhra,bike,4.7
2679,Mr. Vincent Gonzales,Mehsana,scooter,4.1
2680,Kevin Mcgrath,Patan,scooter,4.0
2681,Rachel Lewis,Gandhinagar,scooter,3.5
2682,Eugene Lindsey,Valsad,bike,4.5
2683,Patrick Houston,Mehsana,scooter,4.4
2684,Amber Washington,Junagadh,scooter,4.7
2685,Tara Mckenzie,Jamnagar,scooter,4.3
2686,Andrew Henry,Bharuch,bike,4.9
2687,Holly Davidson,Godhra,bicycle,3.6
2688,Teresa Alvarado,Bharuch,bicycle,4.5
2689,Robert Schultz,Patan,bicycle,4.2
2690,Justin Anderson,Palanpur,bike,4.1
2691,Elizabeth Benitez,Valsad,scooter,4.7
2692,Cameron Kim,Amreli,scooter,4.2
2693,Deborah Clark,Ankleshwar,bicycle,4.1
2694,James Jacobs,Kalol,bicycle,3.8
2695,Joshua Herrera,Modasa,scooter,3.6
2696,Leonard Rogers,Amreli,bicycle,4.8
2697,Tiffany Hopkins,Porbandar,bike,3.5
2698,Sandra Serrano,Surat,bike,4.9
2699,Brandon Park,Surendranagar,bicycle,4.9
2700,Stephen Rice,Nadiad,scooter,4.6
2701,Lisa Fowler,Junagadh,bicycle,3.6
2702,Mariah Lopez,Amreli,scooter,3.9
2703,John Ruiz,Ankleshwar,scooter,4.2
2704,Martha Velasquez,Deesa,scooter,4.4
2705,Michele Baldwin,Vadodara,bike,4.2
2706,Benjamin Oneill,Amreli,bicycle,4.1
2707,John Jackson,Ahmedabad,bike,4.2
2708,Benjamin Anderson,Deesa,bike,4.4
2709,Jennifer Jackson,Mehsana,scooter,4.4
2710,Tamara Scott,Bharuch,bicycle,4.5
2711,Emily Morgan,Himmatnagar,bicycle,4.9
2712,Eddie Bryant,Rajkot,bike,4.1
2713,Michelle Tucker,Bharuch,bike,3.7
2714,Sara Jackson,Patan,scooter,3.9
2715,Kevin Jones,Veraval,scooter,3.8
2716,Brandi Mccarthy,Palanpur,bike,4.1
2717,Benjamin Mcgrath,Valsad,scooter,4.0
2718,Tami Johnson,Dahod,bicycle,3.8
2719,Carlos Henderson,Palanpur,scooter,4.8
2720,Cindy Rush,Valsad,scooter,3.8
2721,Jacob Nelson,Bharuch,bike,4.0
2722,Marcus Duarte,Junagadh,bike,3.9
2723,Kevin Lee,Palanpur,bike,4.1
2724,Timothy Kelley,Anand,bicycle,4.0
2725,Natalie Dickerson,Vapi,bike,3.9
2726,Nicholas Martinez,Amreli,bicycle,4.4
2727,Karen Hampton,Junagadh,bike,3.7
2728,Scott Lloyd,Navsari,bicycle,4.6
2729,Jamie Fox,Veraval,scooter,4.3
2730,James Cook,Anand,scooter,4.1
2731,Tyrone Copeland,Godhra,bike,3.8
2732,Heather House,Valsad,bicycle,4.1
2733,Paula Sellers,Surat,scooter,3.9
2734,Rhonda Perkins,Botad,bike,4.3
2735,Gary Cross,Surat,bike,4.0
2736,Christopher Haas,Nadiad,scooter,4.7
2737,Tina Jordan,Morbi,scooter,3.8
2738,Tricia Stone,Deesa,bike,4.5
2739,Gabriel Conway,Dahod,bike,4.8
2740,Shawn Wood,Bhavnagar,scooter,4.2
2741,Stephen Morgan,Ahmedabad,scooter,4.9
2742,Deborah Flores,Ahmedabad,bicycle,4.2
2743,Kristi Wells,Ankleshwar,scooter,4.8
2744,Brandon Brown,Ahmedabad,scooter,4.6
2745,Nathaniel Phillips,Navsari,bicycle,4.3
2746,Christian Vargas,Deesa,scooter,4.8
2747,Pamela Rojas,Bharuch,bicycle,4.3
2748,Sierra Williams,Dahod,scooter,4.0
2749,Cathy Fisher,Vyara,scooter,4.1
2750,Brian Bryan,Botad,bicycle,4.8
2751,Nicole Robinson,Veraval,bicycle,3.6
2752,David Gilbert,Godhra,bike,4.8
2753,Leslie Jones,Morbi,bicycle,4.1
2754,Dean Chambers,Godhra,bicycle,4.1
2755,Helen Ball,Ankleshwar,bicycle,4.2
2756,Rebecca Valdez,Himmatnagar,bicycle,3.6
2757,Sabrina Gordon,Godhra,bicycle,4.5
2758,Beth Valdez DDS,Surat,bicycle,4.9
2759,Roberta Lewis,Vadodara,bicycle,4.1
2760,Mr. Martin Hernandez,Vyara,bicycle,4.8
2761,Edward Stevens,Bharuch,bicycle,4.8
2762,Brooke Turner,Vyara,bike,4.0
2763,Shawn Young,Modasa,bicycle,4.5
2764,Dylan Lucero,Anand,scooter,4.0
2765,Denise Dudley,Kalol,bicycle,4.7
2766,Gina Schultz,Anand,bicycle,4.6
2767,Frances Mendez,Ahmedabad,bike,4.6
2768,Craig Mitchell,Deesa,scooter,3.7
2769,Joshua Huang,Bhavnagar,scooter,4.5
2770,Bradley Herrera,Navsari,scooter,4.3
2771,Stacey Jones,Amreli,bicycle,4.8
2772,Robert Carr,Godhra,bicycle,4.7
2773,Tyler Martinez,Surat,bicycle,4.9
2774,Carrie Garcia,Porbandar,bicycle,4.0
2775,Karen Wang,Porbandar,bicycle,3.9
2776,Stacy Dawson,Nadiad,bicycle,3.8
2777,Daniel Adams,Kalol,bicycle,4.3
2778,Mary Carney,Bharuch,bicycle,4.0
2779,Frederick Brown,Bhavnagar,bike,4.7
2780,Justin Harris,Himmatnagar,bike,4.3
2781,David Foster,Bharuch,scooter,4.3
2782,Jeremy Smith,Dahod,bicycle,4.4
2783,Patricia White,Bharuch,bicycle,4.8
2784,Whitney Lewis,Gandhinagar,scooter,3.9
2785,Sheila Lewis,Rajkot,scooter,4.7
2786,Christopher Burns,Vyara,bike,4.0
2787,John Perez,Navsari,bike,4.8
2788,Ann Benjamin,Palanpur,bicycle,4.3
2789,Holly Austin,Morbi,scooter,3.9
2790,Joel Johnson,Patan,bike,4.4
2791,Andrew Mcintosh,Gandhinagar,scooter,4.4
2792,Ian Nelson,Dahod,bike,4.3
2793,Leah Mullen,Jamnagar,scooter,4.7
2794,Vernon Johnson,Rajkot,bike,4.3
2795,Michael Nguyen,Kalol,bicycle,4.0
2796,Michael Benson,Valsad,bicycle,4.1
2797,Erin Oconnor,Ahmedabad,bike,4.4
2798,Phillip Anderson,Morbi,scooter,4.5
2799,Thomas Rhodes,Dahod,bike,4.5
2800,Alex Klein,Surendranagar,scooter,4.1
2801,Christopher Bradley,Vapi,bicycle,3.9
2802,Stanley Brown,Amreli,bicycle,3.8
2803,Kendra Rodgers,Surendranagar,scooter,4.4
2804,Michelle Holmes,Dahod,scooter,4.2
2805,Kimberly Jones,Vyara,bike,4.4
2806,Riley Graham,Mehsana,scooter,3.7
2807,Brandon Cooper,Dahod,scooter,4.6
2808,Gina Taylor,Ankleshwar,bike,4.0
2809,Timothy Stout,Valsad,scooter,4.6
2810,Lori Miller,Bhavnagar,scooter,3.7
2811,Christie Franklin,Bhavnagar,bicycle,4.3
2812,Nicholas Sanchez,Gandhinagar,bike,4.3
2813,Colton Morrison,Veraval,scooter,4.6
2814,Randy Brown,Vadodara,bicycle,4.3
2815,Judy Munoz,Godhra,bike,3.9
2816,Robert Oneal,Valsad,bicycle,3.7
2817,Stephanie Morales,Navsari,bike,3.6
2818,Allison Caldwell,Vyara,bike,4.3
2819,Grace Reyes,Vyara,bicycle,4.8
2820,Mr. James Beck,Amreli,bike,4.9
2821,Kyle Miller,Veraval,bike,4.6
2822,Tommy Navarro,Ahmedabad,bike,4.1
2823,Rodney Miller,Gandhinagar,scooter,3.7
2824,Amy Matthews,Surat,bike,3.6
2825,Sean Berry,Gandhinagar,bike,4.4
2826,Daniel Lewis,Godhra,bike,4.3
2827,Brent Lewis,Morbi,scooter,4.7
2828,Sara Hoffman,Nadiad,scooter,3.9
2829,Sean Evans,Nadiad,bike,4.2
2830,Karen Jones,Vapi,bicycle,4.8
2831,Amber Peters,Veraval,scooter,3.5
2832,Kimberly Ellis,Botad,bike,4.3
2833,Alyssa Rich,Nadiad,scooter,4.6
2834,Christopher Fowler,Jamnagar,scooter,4.8
2835,Eric Thomas,Kalol,bicycle,3.6
2836,Alec Kim,Jamnagar,bike,3.8
2837,John Hardy,Surendranagar,scooter,4.4
2838,Timothy Wilson,Deesa,bicycle,3.8
2839,Robert Warren,Surat,bicycle,4.8
2840,Tim Doyle,Surat,bike,4.1
2841,Emily Miller,Nadiad,bicycle,4.9
2842,Sandra Anderson,Amreli,scooter,4.7
2843,Steven Hughes,Nadiad,scooter,4.0
2844,Austin Marshall,Modasa,bicycle,3.6
2845,Megan Rodriguez,Deesa,scooter,4.3
2846,Paula Gill,Deesa,bike,4.3
2847,Ryan Gonzalez,Junagadh,scooter,4.2
2848,Kimberly Flynn,Jamnagar,scooter,3.6
2849,Peggy Koch,Porbandar,bike,4.6
2850,Samantha Ruiz,Navsari,scooter,4.9
2851,James Wilson,Vapi,scooter,3.8
2852,Samantha Bullock,Dahod,scooter,4.3
2853,Kim Harris,Nadiad,bike,3.5
2854,Kenneth Dennis,Ankleshwar,bicycle,4.8
2855,Crystal Kent DDS,Botad,bicycle,3.7
2856,Patrick Dalton,Amreli,bicycle,3.8
2857,Gregory George,Kalol,scooter,3.7
2858,Lisa Sheppard,Surat,bike,3.7
2859,Katie Gonzalez,Navsari,bicycle,3.6
2860,Pamela Potts,Bharuch,bicycle,4.3
2861,Michael Mendoza,Mehsana,bike,4.6
2862,Travis Finley,Amreli,scooter,4.0
2863,Jason Bryan,Jamnagar,scooter,4.0
2864,Anna Frederick,Kalol,scooter,3.8
2865,April Sullivan,Morbi,bicycle,3.9
2866,Monique Wolfe,Amreli,bike,3.6
2867,James Bates,Porbandar,scooter,4.3
2868,Kathy Hayes,Gandhinagar,scooter,4.8
2869,Thomas Jacobs,Bhavnagar,scooter,4.8
2870,Derrick Allen,Ahmedabad,bike,3.8
2871,Tiffany Smith,Ahmedabad,bicycle,3.8
2872,Rachel Durham,Nadiad,bike,3.6
2873,Dustin Black,Palanpur,bike,4.5
2874,Brianna Case,Anand,bike,4.2
2875,James Mueller,Godhra,bike,3.5
2876,Derrick Garcia,Patan,bike,3.6
2877,David Gordon,Surendranagar,bike,3.5
2878,Sandra Martin,Junagadh,scooter,3.5
2879,Christopher Curry,Veraval,bike,4.6
2880,Deborah Gates,Porbandar,scooter,4.8
2881,Teresa Bean,Ankleshwar,scooter,4.4
2882,Edward Hernandez,Anand,bike,3.9
2883,Cynthia Hooper,Surat,bike,4.5
2884,Paul White,Amreli,scooter,4.0
2885,Christopher Warren,Nadiad,bicycle,3.9
2886,William Weaver,Junagadh,scooter,4.2
2887,Kristen Hayes,Deesa,bike,4.3
2888,Tammy Clark,Palanpur,scooter,3.5
2889,John Hunter,Dahod,bicycle,3.7
2890,Jennifer Moss,Modasa,bicycle,3.9
2891,Shane Pearson,Ahmedabad,bicycle,4.9
2892,Linda Walters,Deesa,scooter,4.4
2893,Beth Glass,Anand,bicycle,4.8
2894,Kristen Mccoy,Jamnagar,bike,4.2
2895,Rebecca Dominguez,Bharuch,scooter,3.8
2896,Lisa Perry,Junagadh,bike,3.8
2897,Joseph Tran,Kalol,bike,4.7
2898,Robert Jackson MD,Morbi,bicycle,4.8
2899,Mike Russell,Himmatnagar,bicycle,4.4
2900,Mrs. Jennifer Robinson MD,Kalol,bicycle,4.9
2901,Anne Bartlett,Navsari,bicycle,4.8
2902,Amy Phillips,Modasa,bike,4.5
2903,John Cummings,Junagadh,bike,4.6
2904,Elizabeth Foster,Botad,bicycle,4.3
2905,Gerald Jones,Surendranagar,scooter,4.4
2906,Holly Robinson,Navsari,bicycle,4.3
2907,Anthony Abbott,Himmatnagar,bike,4.3
2908,Tracy Cortez,Mehsana,bicycle,3.8
2909,Tammy Perez,Jamnagar,scooter,3.9
2910,Miss Linda Jones,Bhavnagar,bicycle,4.4
2911,Brenda Brown,Palanpur,scooter,3.8
2912,Jonathan Martinez,Palanpur,scooter,4.1
2913,Mark Wiggins,Dahod,bicycle,4.3
2914,Kristie Buck,Himmatnagar,bicycle,4.1
2915,Robin Mills,Porbandar,scooter,4.8
2916,Christine Tyler,Ankleshwar,bicycle,3.7
2917,Natalie Rodriguez,Vadodara,bike,4.0
2918,Andrew Gonzales,Navsari,scooter,4.4
2919,Daniel Dougherty DDS,Amreli,bike,4.6
2920,Lori Holloway,Vadodara,scooter,4.9
2921,David Thornton,Mehsana,bike,4.3
2922,Bryan Arias,Surat,bike,3.7
2923,Billy Stephens,Amreli,scooter,3.9
2924,Christopher Cole,Ankleshwar,bike,3.9
2925,Mark Smith,Surat,bicycle,3.6
2926,Lisa James,Morbi,bicycle,3.9
2927,Daniel Hull,Morbi,scooter,4.5
2928,Patrick Woods,Valsad,bike,4.4
2929,Lisa Perez,Bharuch,bicycle,4.0
2930,Stephen Johnson,Bharuch,bicycle,3.6
2931,Cynthia Bond,Deesa,bike,3.9
2932,Thomas Smith,Jamnagar,bicycle,4.6
2933,Elizabeth Walker,Mehsana,scooter,4.1
2934,Vanessa Hernandez,Bharuch,scooter,4.1
2935,Jay Thomas,Bhavnagar,bicycle,4.8
2936,Amy Johnson,Anand,bicycle,4.7
2937,Arthur Becker,Vyara,bicycle,4.0
2938,Jeffrey Duncan,Mehsana,scooter,4.0
2939,Melanie Pineda,Surendranagar,scooter,4.2
2940,Sally Johnson,Vyara,bicycle,4.2
2941,Matthew Morgan PhD,Godhra,bike,4.6
2942,Victoria Robinson,Modasa,bike,4.0
2943,Jessica Gill,Vapi,bike,4.2
2944,Tammy Austin,Amreli,scooter,4.4
2945,Brianna Wilson,Patan,scooter,4.4
2946,Carmen Peters,Vapi,bike,3.9
2947,Connie Martinez,Porbandar,bike,3.8
2948,Mr. Nicholas Trujillo,Deesa,bike,4.6
2949,Kevin Johnson,Bharuch,scooter,4.3
2950,Karen Jimenez,Godhra,scooter,4.6
2951,Willie Cabrera,Kalol,scooter,4.5
2952,Mary Nelson,Valsad,bike,3.7
2953,Jonathon Patton,Bharuch,bike,4.5
2954,Lindsey Phillips,Junagadh,bicycle,4.2
2955,Nicholas Cordova,Himmatnagar,bike,4.0
2956,Lisa Johnson,Ahmedabad,bike,4.7
2957,Christina Espinoza,Navsari,scooter,3.9
2958,Helen Welch,Ahmedabad,bicycle,3.6
2959,Eric Collins,Gandhinagar,bicycle,3.6
2960,Marilyn Mendez,Surat,bicycle,4.3
2961,Anthony Church,Gandhinagar,bicycle,4.3
2962,Michael Rios,Vadodara,bicycle,4.9
2963,Angel Martin,Junagadh,bike,3.6
2964,Lucas Wells,Bharuch,bike,4.8
2965,Jeffrey Herring,Anand,scooter,4.6
2966,Sabrina Fox,Morbi,scooter,3.8
2967,Hailey Patel,Amreli,bike,3.5
2968,Austin Adams,Bhavnagar,bike,4.3
2969,Thomas Smith,Porbandar,scooter,4.7
2970,Julie Sanchez,Rajkot,bicycle,4.7
2971,Donna Walters,Ahmedabad,bike,4.3
2972,Stephen Bates,Nadiad,scooter,4.7
2973,Lacey Arias,Patan,bicycle,3.5
2974,Amanda Duncan,Botad,bike,4.1
2975,Linda Carter,Botad,bicycle,4.4
2976,Erica Perry,Surendranagar,bicycle,4.8
2977,Michael Vaughn,Ankleshwar,bicycle,3.8
2978,Sarah Andrade,Gandhinagar,bike,3.8
2979,Christine Sandoval,Godhra,bike,4.7
2980,Justin Murphy,Jamnagar,bicycle,4.5
2981,Sarah Dunn,Veraval,bike,3.7
2982,Xavier Lopez,Ankleshwar,bike,4.5
2983,Keith Cooley,Rajkot,scooter,4.1
2984,Nathan Martin,Morbi,bicycle,4.6
2985,Amy Woods,Nadiad,bike,4.2
2986,Jason Howell,Palanpur,bicycle,3.7
2987,Colleen Miles,Porbandar,bike,4.2
2988,Amber Young,Navsari,bicycle,4.7
2989,Terry Wright,Dahod,scooter,4.4
2990,Amanda Holland MD,Veraval,bike,4.7
2991,Jacqueline Wade,Gandhinagar,bike,4.7
2992,Jasmine Owens,Himmatnagar,bicycle,4.2
2993,Laura Hale,Himmatnagar,bike,4.4
2994,David Perez,Bharuch,bike,3.9
2995,Jeremy Miller,Anand,scooter,4.6
2996,Ricardo Watkins,Junagadh,bicycle,4.7
2997,Dennis Ramos,Modasa,scooter,4.2
2998,Marcus Hernandez,Palanpur,bike,3.9
2999,Brandon King,Surat,scooter,3.9
3000,Corey Durham,Porbandar,bike,4.7
3001,Clayton Flynn,Porbandar,scooter,4.7
3002,Sydney Murphy,Bhavnagar,bike,3.7
3003,John Hughes,Porbandar,bicycle,4.1
3004,Daniel Taylor,Botad,bike,4.4
3005,Denise Schroeder,Vadodara,bicycle,4.6
3006,Deanna Wilson,Nadiad,bike,4.8
3007,Christina Wilkinson,Anand,bike,3.9
3008,Kimberly Gardner,Dahod,scooter,4.7
3009,Mary Perez,Porbandar,bicycle,4.6
3010,George Mitchell,Dahod,bike,4.0
3011,Kristen Francis,Bhavnagar,bike,4.0
3012,Tami Chambers,Bhavnagar,bicycle,3.8
3013,Ruth Carey,Dahod,bicycle,3.9
3014,Julie Terrell,Ankleshwar,bicycle,4.6
3015,Karen Greene,Anand,bicycle,3.6
3016,Michael Hubbard MD,Bharuch,bike,4.4
3017,Michael Frazier,Mehsana,scooter,4.5
3018,Kimberly Higgins,Vadodara,bicycle,4.8
3019,Maria Mccullough,Mehsana,bicycle,3.6
3020,Cathy Johnson,Nadiad,bicycle,3.7
3021,Evelyn Richard,Veraval,bicycle,3.8
3022,Shannon Hanson,Kalol,bicycle,3.9
3023,Charles Jenkins,Patan,bicycle,3.9
3024,Kimberly Mendez,Bharuch,scooter,4.9
3025,Brandon Delgado,Valsad,bike,3.6
3026,Stephanie Hogan,Porbandar,bike,4.8
3027,Michael Morris,Palanpur,bicycle,4.6
3028,Anne Robinson,Modasa,bicycle,4.4
3029,Darrell Lindsey,Surat,scooter,4.7
3030,Theresa Hunt,Vapi,bicycle,3.8
3031,Adrian Guerrero,Dahod,scooter,4.8
3032,Jordan Myers,Valsad,bicycle,3.9
3033,Steven Adams,Valsad,scooter,4.2
3034,Jesus White Jr.,Amreli,bicycle,3.8
3035,Jason Dodson,Ahmedabad,scooter,4.2
3036,David Wright,Deesa,scooter,4.0
3037,Amy Odonnell,Gandhinagar,bike,4.9
3038,Jamie Atkins,Himmatnagar,bike,4.0
3039,Anna Castillo,Vapi,bike,4.0
3040,Elizabeth Robbins,Navsari,bike,3.8
3041,James Gregory,Mehsana,bike,3.6
3042,William Patel,Valsad,bike,3.6
3043,Amber Schmitt,Nadiad,scooter,4.3
3044,Jason Murphy,Anand,bicycle,4.4
3045,Sheri Barr,Gandhinagar,bike,4.7
3046,Jane Green,Kalol,bicycle,4.3
3047,Bryan Harrison Jr.,Surendranagar,bike,3.8
3048,Joe Duffy,Patan,bike,4.7
3049,Patrick Macdonald,Amreli,bicycle,4.3
3050,Martin Nelson,Godhra,bicycle,3.7
3051,Cindy Horton,Ankleshwar,bicycle,3.6
3052,Dr. George Evans DDS,Surat,bicycle,4.2
3053,Randall Stevens,Morbi,bike,4.1
3054,Jessica Garza,Deesa,scooter,4.7
3055,Jessica Hunter,Valsad,bicycle,4.7
3056,Jessica Chapman,Vyara,scooter,3.7
3057,Mrs. Lisa Davis,Dahod,bicycle,4.2
3058,Ashley Garza,Himmatnagar,bike,4.0
3059,Hannah Vasquez,Godhra,bike,4.0
3060,Michael Henry,Nadiad,bike,4.5
3061,Kathy Stevens,Bharuch,bike,4.3
3062,David Brown,Veraval,bike,4.3
3063,Matthew Knapp,Gandhinagar,scooter,4.1
3064,Michele Jackson,Morbi,bicycle,4.9
3065,Michael Miller,Mehsana,bike,3.5
3066,Michael Mills,Vapi,bicycle,3.6
3067,Martha Elliott,Valsad,bike,4.3
3068,Angela Baker,Morbi,bicycle,4.0
3069,Joseph Moore,Gandhinagar,scooter,4.0
3070,Mary Boone,Jamnagar,bicycle,4.1
3071,Tina Simon,Vapi,bicycle,3.6
3072,Jordan Mitchell,Veraval,bike,4.4
3073,Anthony Campbell,Amreli,bike,4.0
3074,Amanda Jarvis,Porbandar,bicycle,3.9
3075,Michael Bryant,Bhavnagar,bike,3.7
3076,Dr. Marie Gonzalez,Anand,scooter,4.4
3077,Nancy Carroll,Rajkot,bike,4.0
3078,Jerry Wheeler,Amreli,bike,4.9
3079,Todd Pollard,Ahmedabad,bicycle,4.1
3080,Jennifer Mason,Morbi,bicycle,3.7
3081,Zoe Hill,Jamnagar,bike,4.7
3082,Joel Horton,Surendranagar,scooter,4.7
3083,Robert Thomas,Jamnagar,bike,4.6
3084,Dakota Miller,Kalol,bicycle,4.4
3085,Kathy Nguyen,Gandhinagar,bicycle,4.3
3086,Victor Richardson,Vapi,scooter,4.0
3087,Timothy Bush,Rajkot,bicycle,4.8
3088,Jason Valenzuela,Rajkot,bike,4.4
3089,Benjamin Golden,Godhra,bicycle,4.3
3090,Lindsay Johnson,Junagadh,bicycle,3.8
3091,Karen Lee,Bhavnagar,bike,3.7
3092,David Haynes,Ahmedabad,scooter,4.5
3093,Brian Crosby,Morbi,scooter,3.5
3094,Kayla Phillips,Botad,scooter,4.6
3095,Sherry Salinas,Vapi,bike,4.6
